,budget,genre,gross,name,runtime,score,votes,Profit
411,14000000,Comedy,20240502,Critical Condition,100,5.2,2453,6240502
412,0,Action,41174,Cyclone,89,4.4,692,41174
413,0,Comedy,2136381,Morgan Stewart's Coming Home,100,5.4,768,2136381
414,0,Action,285885,Cold Steel,91,4.5,592,285885
415,0,Comedy,21905,Zombie High,93,4.2,716,21905
416,0,Comedy,112560,Intervista,100,7.1,1926,112560
417,0,Comedy,3922273,My Demon Lover,90,4.6,945,3922273
418,0,Fantasy,355253,Rumpelstiltskin,84,5.4,444,355253
419,0,Action,307000,World Gone Wild,100,5.2,543,307000
420,0,Action,197791,Enemy Territory,89,6.5,570,197791
421,0,Drama,901364,Julia and Julia,98,5.7,667,901364
422,0,Drama,119919,Crazy Love,90,7.0,949,119919
423,12000000,Drama,2325444,Weeds,115,6.0,717,-9674556
424,0,Drama,760539,The Grand Highway,104,7.5,1208,760539
425,0,Drama,1155020,Peter Kenna's The Good Wife,100,5.8,435,1155020
426,0,Action,295000,Rent-a-Cop,96,4.3,1347,295000
427,0,Comedy,823243,Boyfriends and Girlfriends,103,7.7,2657,823243
428,0,Comedy,1196336,Sammy and Rosie Get Laid,101,6.7,1226,1196336
429,0,Action,4546244,Death Before Dishonor,91,4.9,659,4546244
430,0,Thriller,500283,The Killing Time,94,5.4,763,500283
431,0,Action,200723,Eat the Rich,90,6.0,1069,200723
432,0,Action,205507,The Trouble with Spies,91,4.0,252,205507
433,0,Adventure,22257624,Benji the Hunted,88,6.3,2244,22257624
434,0,Crime,1730337,The Rosary Murders,105,5.7,960,1730337
435,0,Comedy,1092911,Swimming to Cambodia,85,7.8,1763,1092911
436,0,Comedy,1392616,Penitentiary III,90,3.7,372,1392616
437,0,Action,1327740,Steele Justice,95,4.8,403,1327740
438,0,Comedy,215073,Four Adventures of Reinette and Mirabelle,95,7.9,1331,215073
439,0,Comedy,790000,Beyond Therapy,93,4.7,944,790000
440,15000000,Comedy,73707461,Beetlejuice,92,7.5,206997,58707461
441,39000000,Comedy,128152300,Coming to America,116,7.0,130485,89152300
442,9000000,Horror,33244684,Child's Play,87,6.6,67682,24244684
443,28000000,Action,83008852,Die Hard,131,8.2,647000,55008852
444,35000000,Action,57269863,Willow,126,7.3,86056,22269863
445,3000000,Comedy,1108462,Heathers,103,7.3,67238,-1891538
446,25000000,Drama,172825435,Rain Man,133,8.0,408473,147825435
447,4000000,Action,13008928,They Live,94,7.3,83379,9008928
448,70000000,Animation,156452370,Who Framed Roger Rabbit,104,7.7,153513,86452370
449,0,Animation,553171,Akira,124,8.1,118747,553171
450,18000000,Comedy,114968774,Big,104,7.3,164257,96968774
451,20000000,Comedy,78222753,Cocktail,104,5.8,65825,58222753
452,5000000,Drama,11990401,Cinema Paradiso,155,8.5,171600,6990401
453,19000000,Horror,8247943,The Blob,95,6.4,24931,-10752057
454,3500000,Fantasy,4385516,Pumpkinhead,86,6.2,15572,885516
455,7500000,Comedy,63493712,A Fish Called Wanda,108,7.6,114144,55993712
456,2000000,Comedy,15625095,Killer Klowns from Outer Space,88,6.1,25440,13625095
457,30000000,Action,38413606,Midnight Run,126,7.6,58318,8413606
458,3000000,Horror,11090735,Hellbound: Hellraiser II,97,6.5,33241,8090735
459,15000000,Crime,34603943,Mississippi Burning,128,7.8,70539,19603943
460,12000000,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,85,7.6,124515,66041829
461,1100000,Action,11806119,Bloodsport,92,6.8,63368,10706119
462,28000000,Comedy,64000000,Working Girl,113,6.7,44277,36000000
463,14000000,Action,109305000,Crocodile Dundee II,108,5.5,46738,95305000
464,12500000,Animation,48092846,The Land Before Time,69,7.4,66623,35592846
465,15000000,Comedy,111936400,Twins,107,6.0,94295,96936400
466,14000000,Drama,34700000,Dangerous Liaisons,119,7.7,55823,20700000
467,17000000,Drama,10006806,The Unbearable Lightness of Being,171,7.4,28868,-6993194
468,0,Adventure,3500000,The Big Blue,168,7.6,40755,3500000
469,0,Comedy,57041866,Beaches,123,6.8,19613,57041866
470,5000000,Horror,17768757,Halloween 4: The Return of Michael Myers,88,5.9,32498,12768757
471,13000000,Action,45661556,Young Guns,107,6.8,45768,32661556
472,29000000,Action,34994648,Red Heat,104,6.0,53769,5994648
473,6000000,Comedy,12793213,Mystic Pizza,104,6.2,20071,6793213
474,63000000,Action,53715611,Rambo III,102,5.7,99555,-9284389
475,6000000,Drama,32069318,Acusados,111,7.1,26126,26069318
476,7000000,Drama,7630564,The Last Temptation of Christ,164,7.6,42782,630564
477,2000000,Comedy,6671108,Hairspray,92,7.0,17169,4671108
478,0,Comedy,42039085,Dirty Rotten Scoundrels,110,7.3,54129,42039085
479,13000000,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,93,5.7,39701,36369899
480,0,Drama,13994920,Stand and Deliver,103,7.3,13270,13994920
481,24000000,Comedy,41455230,The Great Outdoors,91,6.6,31340,17455230
482,0,Drama,1547397,Two Moon Junction,104,5.0,4303,1547397
483,7000000,Comedy,50888729,Bull Durham,108,7.1,39369,43888729
484,7500000,Action,18869631,Above the Law,99,6.0,24061,11369631
485,10000000,Comedy,3916303,Earth Girls Are Easy,100,5.2,17315,-6083697
486,31000000,Animation,74151346,Oliver & Company,74,6.7,35531,43151346
487,31000000,Action,37903295,The Dead Pool,91,6.3,33312,6903295
488,7500000,Comedy,5596267,Elvira: Mistress of the Dark,96,6.4,9751,-1903733
489,32000000,Comedy,60328558,Scrooged,101,7.0,68098,28328558
490,23000000,Crime,41292551,Tequila Sunrise,115,6.0,24708,18292551
491,20000000,Crime,17637950,Frantic,120,6.9,41608,-2362050
492,2800000,Horror,19170001,Friday the 13th Part VII: The New Blood,88,5.3,23959,16370001
493,8000000,Comedy,22433275,License to Drive,88,6.3,14929,14433275
494,46630000,Adventure,8083123,The Adventures of Baron Munchausen,126,7.2,43852,-38546877
495,13000000,Drama,9134733,Dead Ringers,116,7.3,32130,-3865267
496,10500000,Horror,14114488,Poltergeist III,98,4.6,14165,3614488
497,7500000,Comedy,2983784,Fright Night Part 2,104,5.9,9005,-4516216
498,3000000,Action,13030057,I'm Gonna Git You Sucka,88,6.6,10455,10030057
499,22000000,Comedy,17550399,Johnny Be Good,91,4.5,5006,-4449601
500,1100000,Action,671382,Maniac Cop,85,6.0,10850,-428618
501,10000000,Comedy,21486757,Married to the Mob,104,6.1,13416,11486757
502,6000000,Action,46616067,Colors,120,6.7,20490,40616067
503,17000000,Comedy,8578231,El Hotel de los Fantasmas,99,5.7,6979,-8421769
504,3000000,Crime,2835116,Running on Empty,116,7.7,11312,-164884
505,1200000,Comedy,3109904,Night of the Demons,90,6.3,9897,1909904
506,13000000,Adventure,6424112,Mac and Me,95,3.4,8043,-6575888
507,4500000,Comedy,3813293,Critters 2,86,5.3,11122,-686707
508,20000000,Comedy,13854000,My Stepmother Is an Alien,105,5.2,22281,-6146000
509,6200000,Comedy,9205924,Return of the Living Dead II,89,5.8,14998,3005924
510,0,Comedy,21630088,Short Circuit 2,110,5.6,19841,21630088
511,22000000,Biography,24720479,Gorillas in the Mist,129,7.0,20378,2720479
512,2000000,Comedy,725131,Vampire's Kiss,103,5.9,10474,-1274869
513,0,Comedy,6264058,A Night in the Life of Jimmy Reardon,90,5.5,2177,6264058
514,0,Comedy,401421,Some Girls,94,6.0,2369,401421
515,2500000,Comedy,1189315,The Lair of the White Worm,93,5.9,7908,-1310685
516,0,Comedy,808114,Waxwork,95,6.2,8703,808114
517,7000000,Fantasy,19595031,The Serpent and the Rainbow,98,6.5,18528,12595031
518,5000000,Family,3569939,Las travesuras de una pelirojja,100,5.9,3474,-1430061
519,6000000,Drama,5680515,Eight Men Out,119,7.3,15946,-319485
520,4700000,Fantasy,1705139,Lady in White,113,6.7,5135,-2994861
521,700000,Comedy,7179298,Women on the Verge of a Nervous Breakdown,88,7.6,27755,6479298
522,0,Comedy,16031707,She's Having a Baby,106,5.8,9676,16031707
523,3000000,Action,7282851,Phantasm II,97,6.5,10789,4282851
524,25000000,Drama,16118077,Luces de una gran ciudad,107,5.6,6165,-8881923
525,0,Action,20036242,The Presidio,97,6.0,13900,20036242
526,0,Comedy,40150487,Big Business,97,6.3,9728,40150487
527,7000000,Drama,5344577,Monkey Shines,113,6.2,8595,-1655423
528,19000000,Comedy,25537221,Funny Farm,101,6.1,16321,6537221
529,0,Comedy,8539181,Without a Clue,107,7.0,7846,8539181
530,16000000,Action,25216243,Alien Nation,91,6.3,12143,9216243
531,0,Drama,5979011,1969,95,5.8,3154,5979011
532,0,Comedy,2955917,976-EVIL,92,5.1,3769,2955917
533,7000000,Action,20257000,Action Jackson,96,5.2,8065,13257000
534,22000000,Comedy,13825794,The Milagro Beanfield War,117,6.9,5289,-8174206
535,23000000,Biography,19652638,Tucker: The Man and His Dream,110,6.9,12469,-3347362
536,0,Comedy,4239831,Police Academy 5: Assignment: Miami Beach,90,4.4,27482,4239831
537,6500000,Comedy,14545844,School Daze,121,5.8,5042,8045844
538,0,Comedy,13664060,Vice Versa,98,5.8,7667,13664060
539,3700000,Action,1145404,Miracle Mile,87,7.0,6985,-2554596
540,0,Comedy,280015,Time of the Gypsies,142,8.3,19943,280015
541,0,Drama,32632093,The Accidental Tourist,121,6.8,13051,32632093
542,17500000,Adventure,18924919,Cocoon: The Return,116,5.3,12956,1424919
543,0,War,161004,The Beast of War,111,7.4,7675,161004
544,4000000,Drama,670774,Apartment Zero,124,6.9,3259,-3329226
545,0,Drama,18875011,The Seventh Sign,97,5.9,11102,18875011
546,0,Drama,15855828,Masquerade,100,6.0,2628,15855828
547,10000000,Drama,1562749,Another Woman,81,7.4,10826,-8437251
548,9000000,Biography,2181286,Bird,161,7.2,9685,-6818714
549,0,Comedy,424773,Drowning by Numbers,118,7.3,6671,424773
550,15000000,Drama,6908797,A Cry in the Dark,120,6.9,7622,-8091203
551,20000000,Comedy,43184798,Biloxi Blues,106,6.6,12590,23184798
552,4000000,Drama,3468572,Talk Radio,110,7.3,10745,-531428
553,0,Adventure,31753898,The Bear,96,7.7,13980,31753898
554,0,Comedy,12277096,Casual Sex?,97,4.9,3279,12277096
555,20000000,Comedy,11798302,Caddyshack II,98,3.7,12956,-8201698
556,18000000,Adventure,1883811,Vibes,99,5.5,2850,-16116189
557,0,Action,29300090,Shoot to Kill,110,6.8,9882,29300090
558,0,Comedy,17514553,For Keeps?,90,5.9,3277,17514553
559,0,Comedy,11536599,Young Einstein,91,5.1,7621,11536599
560,0,Crime,9974446,Criminal Law,117,5.7,2928,9974446
561,0,Comedy,8253123,Satisfaction,92,4.8,2958,8253123
562,19000000,Drama,25816139,Betrayed,127,6.3,4580,6816139
563,0,Drama,8674093,Clean and Sober,124,6.7,4875,8674093
564,0,Action,940173,Al borde del terror,91,5.3,3376,940173
565,16000000,Action,4192440,Escorpion rojo,105,5.0,6925,-11807560
566,0,Mystery,12706478,D.O.A.,96,6.1,8364,12706478
567,0,Crime,960040,Appointment with Death,100,6.2,2554,960040
568,0,Crime,2080046,Salaam Bombay!,113,8.0,7139,2080046
569,0,Drama,3966256,Bat*21,105,6.4,6651,3966256
570,0,Adventure,13687027,Return to Snowy River,110,6.6,1943,13687027
571,6000000,Horror,40397,Pulse,95,5.5,1781,-5959603
572,0,Drama,7467504,Stealing Home,98,6.8,3633,7467504
573,0,Comedy,10815378,Moving,89,6.1,4139,10815378
574,0,Comedy,2567099,18 Again!,93,5.7,3573,2567099
575,14000000,Drama,6640346,Fresh Horses,105,5.0,1439,-7359654
576,0,Comedy,4865997,Torch Song Trilogy,120,7.7,5834,4865997
577,5000000,Action,3588626,Dead Heat,86,6.0,5127,-1411374
578,210000,Comedy,107352,Not of This Earth,81,4.5,1724,-102648
579,15000000,Drama,1733070,Little Nikita,98,6.0,4132,-13266930
580,15000000,Comedy,21032267,Punchline,128,5.8,6938,6032267
581,0,Action,5855392,The Rescue,100,5.4,920,5855392
582,0,Action,6193901,Braddock: Missing in Action III,101,4.7,4679,6193901
583,0,Action,10497324,Iron Eagle II,100,3.6,4195,10497324
584,0,Biography,201055,Camille Claudel,158,7.3,5243,201055
585,0,Adventure,15122324,Big Top Pee-wee,86,4.9,7756,15122324
586,0,Crime,1791328,Stormy Monday,93,6.3,2958,1791328
587,0,Drama,303624,The Chocolate War,100,6.9,1784,303624
588,0,Crime,8440,As Tears Go By,102,7.1,6485,8440
589,0,Drama,1938049,Spellbinder,99,5.8,1633,1938049
590,8000000,Drama,784990,The Boost,95,6.1,1629,-7215010
591,20000000,Comedy,11444204,Moon Over Parador,103,5.9,4778,-8555796
592,6000000,Comedy,28202109,Ernest Saves Christmas,95,5.6,8513,22202109
593,0,Drama,2326900,A World Apart,100,7.1,1234,2326900
594,3000000,Crime,1884315,Cop,110,6.4,3419,-1115685
595,0,Comedy,540000,Buster,91,5.8,2767,540000
596,4000000,Comedy,16262415,Crossing Delancey,97,6.9,2935,12262415
597,0,Drama,241278,Paperhouse,92,6.8,4568,241278
598,0,Drama,5194491,Clara's Heart,100,6.3,1821,5194491
599,6000000,Action,10068039,Shakedown,93,5.9,2087,4068039
600,19000000,Comedy,11005304,The Couch Trip,97,5.7,3961,-7994696
601,0,Animation,370698,Gandahar,78,7.1,3196,370698
602,8000000,Drama,1893139,Permanent Record,91,6.4,1550,-6106861
603,6000000,Drama,1869148,The Kiss,101,5.5,1258,-4130852
604,0,Romance,410109,36 fillette,88,6.0,938,410109
605,0,Action,5301200,Hero and the Terror,96,5.2,2626,5301200
606,0,Comedy,6436211,Hot to Trot,100,4.4,2666,6436211
607,0,Drama,12638294,Everybody's All-American,127,6.2,2558,12638294
608,0,Drama,229556,Judgement in Berlin,96,5.9,571,229556
609,0,Comedy,717376,And God Created Woman,100,4.3,1487,717376
610,0,Comedy,1192322,High Hopes,108,7.6,3235,1192322
611,14000000,Drama,4764606,The Good Mother,100,5.9,1361,-9235394
612,19000000,Crime,4594452,Sunset,102,5.7,3333,-14405548
613,0,Crime,191051,For Queen & Country,105,5.7,1851,191051
614,0,Drama,113275,Heart of Midnight,93,5.3,908,113275
615,0,Drama,187349,Rocket Gibraltar,99,6.6,1594,187349
616,1000000,Crime,492519,Jack's Back,97,6.0,1968,-507481
617,0,Comedy,343786,Tapeheads,93,5.8,3411,343786
618,0,Drama,1560700,A Handful of Dust,100,6.8,1519,1560700
619,5000000,Drama,429028,Track 29,100,5.9,1563,-4570972
620,0,Romance,8892589,Salsa,98,4.9,900,8892589
621,4000000,Horror,9797098,Bad Dreams,84,5.6,2583,5797098
622,0,Comedy,111987,Stars and Bars,94,4.8,689,111987
623,0,Comedy,344375,It Takes Two,81,5.7,519,344375
624,0,Biography,1223326,Patty Hearst,108,6.3,1064,1223326
625,0,Comedy,14681192,Arthur 2: On the Rocks,113,4.3,5270,14681192
626,13000000,Comedy,5509417,Heartbreak Hotel,97,5.7,1017,-7490583
627,0,Drama,438483,Story of Women,108,7.6,3109,438483
628,0,Comedy,124880,The In Crowd,95,6.3,640,124880
629,0,Action,426965,Last Rites,103,5.2,867,426965
630,0,Action,3074681,Messenger of Death,91,5.5,1806,3074681
631,0,War,1348771,Platoon Leader,97,5.4,1193,1348771
632,0,Comedy,2011497,The Moderns,126,6.7,1410,2011497
633,18000000,Comedy,9129999,Switching Channels,105,5.9,2789,-8870001
634,0,Drama,2317091,Chocolat,105,7.4,2217,2317091
635,0,Drama,315421,Crusoe,91,6.3,759,315421
636,0,Drama,688329,"Distant Voices, Still Lives",85,7.5,2626,688329
637,0,Drama,462813,A Summer Story,95,7.5,738,462813
638,0,Comedy,1152786,The Wrong Guys,100,5.0,637,1152786
639,0,Action,7242035,Off Limits,102,6.2,2154,7242035
640,0,Comedy,3838793,Feds,90,5.3,2530,3838793
641,14000000,Thriller,459824,The House on Carroll Street,101,6.2,1844,-13540176
642,0,Action,159969,Taffin,96,5.6,1194,159969
643,0,Drama,3076031,Dominick and Eugene,111,7.1,2409,3076031
644,0,Biography,331469,Salome's Last Dance,89,6.7,1110,331469
645,13000000,Comedy,259019,Illegally Yours,102,4.2,734,-12740981
646,0,Drama,422667,Tiger Warsaw,100,4.7,615,422667
647,0,Crime,2432536,Kansas,100,5.4,766,2432536
648,0,Comedy,1221366,Mr. North,93,5.9,1077,1221366
649,0,Horror,6337299,The Unholy,102,4.9,1123,6337299
650,0,Action,188964,Miles from Home,108,5.7,1117,188964
651,0,Comedy,3527886,Things Change,100,7.0,2644,3527886
652,5000000,Action,807947,Bulletproof,93,5.0,1057,-4192053
653,12000000,Comedy,3965604,Memories of Me,100,5.7,789,-8034396
654,0,Comedy,3790493,Sweet Hearts Dance,100,5.7,680,3790493
655,1600000,Comedy,419428,Out of the Dark,89,5.4,593,-1180572
656,0,Adventure,346297,The Deceivers,102,6.1,795,346297
657,7000000,Horror,136203,Cameron's Closet,100,4.9,704,-6863797
658,0,Action,1333379,The Navigator: A Medieval Odyssey,90,7.0,2661,1333379
659,0,Comedy,169785,Pass the Ammo,93,6.1,414,169785
660,16400000,Comedy,95860116,Dead Poets Society,128,8.0,301100,79460116
661,35000000,Action,251188924,Batman,126,7.6,288860,216188924
662,11500000,Horror,57469179,Pet Sematary,103,6.6,70178,45969179
663,48000000,Action,197171806,Indiana Jones and the Last Crusade,127,8.3,566432,149171806
664,40000000,Animation,111543479,The Little Mermaid,83,7.6,188455,71543479
665,55000000,Action,63408614,Tango & Cash,104,6.3,81242,8408614
666,17000000,Action,30050028,Road House,114,6.5,47394,13050028
667,27000000,Comedy,71320000,National Lampoon's Christmas Vacation,97,7.6,115848,44320000
668,10000000,Adventure,40485039,Bill & Ted's Excellent Adventure,90,6.9,90901,30485039
669,0,Drama,64431625,Field of Dreams,107,7.5,91800,64431625
670,40000000,Adventure,118500000,Back to the Future Part II,108,7.8,377402,78500000
671,70000000,Adventure,54461047,The Abyss,145,7.6,140371,-15538953
672,15000000,Comedy,66758538,Uncle Buck,100,7.0,68231,51758538
673,6500000,Comedy,27545445,Do the Right Thing,120,7.9,65617,21045445
674,0,Adventure,30218387,Weekend at Bernie's,97,6.4,40910,30218387
675,18000000,Biography,26830000,Glory,122,7.9,107207,8830000
676,16000000,Comedy,92823600,When Harry Met Sally...,96,7.6,161347,76823600
677,0,Comedy,83759091,Steel Magnolias,117,7.2,37333,83759091
678,37000000,Action,112494738,Ghostbusters II,108,6.5,152597,75494738
679,0,Comedy,20781385,Say Anything...,100,7.4,70820,20781385
680,7500000,Comedy,140088813,Look Who's Talking,93,5.8,67535,132588813
681,25000000,Adventure,15704614,Leviathan,98,5.8,14315,-9295386
682,18000000,Adventure,130724172,"Honey, I Shrunk the Kids",93,6.3,116845,112724172
683,11000000,Comedy,49797148,Major League,107,7.2,52280,38797148
684,14000000,Biography,70001698,Born on the Fourth of July,145,7.2,82727,56001698
685,0,Action,38956288,The Karate Kid Part III,112,5.0,38560,38956288
686,0,Comedy,36602000,The 'Burbs,101,6.9,55800,36602000
687,31000000,Comedy,100047830,Parenthood,124,7.0,37913,69047830
688,28000000,Action,147253986,Lethal Weapon 2,114,7.2,137637,119253986
689,32000000,Action,34667015,Licence to Kill,133,6.6,79153,2667015
690,0,Drama,11060485,Wild Orchid,105,4.5,9667,11060485
691,0,Biography,14743391,My Left Foot,103,7.9,54654,14743391
692,0,Adventure,793775,Little Monsters,100,6.1,8801,793775
693,31000000,Fantasy,43858790,Always,122,6.4,23834,12858790
694,1200000,Drama,24741700,"Sex, Lies, and Videotape",100,7.2,40625,23541700
695,10000000,Drama,31906454,Lean on Me,108,7.4,15445,21906454
696,0,Crime,7724701,"The Cook, the Thief, His Wife & Her Lover",124,7.6,28906,7724701
697,27800000,Action,52210049,Star Trek V: The Final Frontier,107,5.4,47303,24410049
698,7500000,Drama,106593296,Driving Miss Daisy,99,7.4,79478,99093296
699,10000000,Action,2777280,Gleaming the Cube,100,6.2,5688,-7222720
700,22500000,Crime,18671317,Casualties of War,113,7.1,35439,-3828683
701,0,Comedy,27843,Teen Witch,90,6.2,6711,27843
702,18000000,Comedy,46908987,"See No Evil, Hear No Evil",103,6.8,40102,28908987
703,1500000,Action,14697005,Kickboxer,97,6.4,40427,13197005
704,6000000,Fantasy,22168359,A Nightmare on Elm Street 5: The Dream Child,89,5.1,32517,16168359
705,3000000,Horror,11642254,Halloween 5,96,5.2,25314,8642254
706,0,Comedy,71079915,Turner & Hooch,97,6.1,52638,71079915
707,0,Horror,7825009,Terror a bordo,96,6.8,31343,7825009
708,5000000,Adventure,14343976,Friday the 13th Part VIII: Jason Takes Manhattan,100,4.6,25441,9343976
709,30000000,Comedy,60864870,Harlem Nights,116,5.9,15602,30864870
710,30000000,Action,46212055,Black Rain,125,6.6,42038,16212055
711,13800000,Animation,27100027,All Dogs Go to Heaven,84,6.7,29118,13300027
712,500000,Action,10166459,Cyborg,86,5.0,24943,9666459
713,8000000,Comedy,35150960,Fletch Lives,95,6.1,16426,27150960
714,6000000,Adventure,14278900,The Wizard,96,6.0,11308,8278900
715,0,Comedy,86888546,The War of the Roses,116,6.8,40673,86888546
716,9000000,Action,10161099,Henry V,137,7.7,24726,1161099
717,18000000,Adventure,8508843,Troop Beverly Hills,105,5.5,7942,-9491157
718,19000000,Crime,58571513,Sea of Love,113,6.8,32138,39571513
719,5000000,Action,1700000,Best of the Best,97,6.4,10215,-3300000
720,0,Horror,20021322,The Fly II,105,4.9,18023,20021322
721,0,Action,8220000,Blue Steel,102,5.6,9921,8220000
722,0,Comedy,3960327,Loverboy,98,5.9,5949,3960327
723,33000000,Drama,1132112,Valmont relaciones peligrosas,137,7.0,10789,-31867888
724,2500000,Crime,4729352,Drugstore Cowboy,102,7.4,26923,2229352
725,0,Comedy,4087361,Tie Me Up! Tie Me Down!,101,7.0,19654,4087361
726,0,Comedy,5552441,Dream a Little Dream,114,5.9,5231,5552441
727,7000000,Action,9094451,Warlock,103,6.2,12449,2094451
728,35000000,Family,1368210,Little Nemo: Adventures in Slumberland,85,7.2,5800,-33631790
